service_id,brand,model,model_year,service_date,service_type,service_cost
3020,Chrysler,200 C,2015,2028-04-07,Brake Replacement,218.63
3021,Ford,F-150 XLT SuperCab,2010,2028-04-08,Oil Change,147.6
3022,MINI,Cooper S Base,2006,2028-04-09,Oil Change,296.46
3023,Toyota,Venza XLE,2013,2028-04-10,Oil Change,385.7
3024,Toyota,Camry Hybrid Base,2011,2028-04-11,Engine Check,63.46
3025,Chevrolet,Tahoe LT,2012,2028-04-12,Tire Rotation,162.86
3026,Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,2028-04-13,Brake Replacement,247.01
3027,Ford,Shelby GT500 Base,2021,2028-04-14,Engine Check,156.3
3028,Lexus,RX 300 4WD,1999,2028-04-15,Oil Change,154.02
3029,Porsche,Macan S,2015,2028-04-16,Brake Replacement,221.9
3030,Ford,F-150 XLT SuperCab,2004,2028-04-17,Brake Replacement,206.28
3031,Subaru,Outback 2.5 i Special Edition,2009,2028-04-18,Engine Check,496.55
3032,GMC,Sierra 2500 AT4,2022,2028-04-19,Oil Change,117.07
3033,BMW,X5 xDrive40i,2020,2028-04-20,Oil Change,228.69
3034,Porsche,Taycan Base,2022,2028-04-21,Oil Change,455.33
3035,Lexus,GX 470 Base,2006,2028-04-22,Engine Check,156.69
3036,Ford,F-150 Heritage XL SuperCab Flareside,2004,2028-04-23,Tire Rotation,496.81
3037,Mazda,MazdaSpeed Miata MX-5 Base,2004,2028-04-24,Engine Check,241.85
3038,GMC,Acadia Denali,2021,2028-04-25,Tire Rotation,485.5
3039,Mercedes-Benz,Metris Base,2016,2028-04-26,Engine Check,220.67
3040,Cadillac,DeVille Base,1994,2028-04-27,Oil Change,412.61
3041,Ford,Expedition EL XLT,2011,2028-04-28,Oil Change,291.95
3042,Chevrolet,Monte Carlo SS,2000,2028-04-29,Tire Rotation,303.93
3043,RAM,1500 Big Horn,2015,2028-04-30,Brake Replacement,330.15
3044,Jeep,Commander Base,2006,2028-05-01,Engine Check,228.51
3045,Lexus,IS-F Base,2010,2028-05-02,Engine Check,54.89
3046,Ford,Utility Police Interceptor Base,2017,2028-05-03,Engine Check,150.67
3047,Porsche,Carrera GT Base,2005,2028-05-04,Tire Rotation,418.54
3048,Cadillac,Escalade ESV Luxury,2016,2028-05-05,Brake Replacement,212.67
3049,Tesla,Model Y Performance,2020,2028-05-06,Engine Check,128.29
3050,Chevrolet,Avalanche 1500 LS,2005,2028-05-07,Engine Check,479.31
3051,Ford,F-150 Lariat,2021,2028-05-08,Oil Change,165.71
3052,Mercedes-Benz,GLB 250 Base 4MATIC,2023,2028-05-09,Brake Replacement,256.1
3053,Jeep,Wrangler Sport,2016,2028-05-10,Brake Replacement,433.95
3054,Nissan,350Z Touring,2004,2028-05-11,Engine Check,247.89
3055,Chevrolet,Corvette Z06,2016,2028-05-12,Tire Rotation,435.98
3056,Pontiac,Solstice GXP,2007,2028-05-13,Tire Rotation,322.54
3057,Hyundai,Sonata SE,2018,2028-05-14,Tire Rotation,172.74
3058,Mercedes-Benz,SLS AMG Base,2012,2028-05-15,Tire Rotation,472.9
3059,Lincoln,Navigator Reserve,2018,2028-05-16,Engine Check,247.46
3060,Nissan,Maxima SL,2007,2028-05-17,Brake Replacement,202.82
3061,Ford,Ranger XLT,2021,2028-05-18,Engine Check,111.04
3062,Tesla,Model 3 Long Range,2021,2028-05-19,Tire Rotation,147.4
3063,Jaguar,XE 35t Premium,2017,2028-05-20,Brake Replacement,370.97
3064,Lincoln,MKZ Reserve,2017,2028-05-21,Engine Check,238.61
3065,Cadillac,Escalade ESV Platinum,2020,2028-05-22,Brake Replacement,183.03
3066,Ford,Fusion SE,2012,2028-05-23,Engine Check,466.54
3067,Mercedes-Benz,E-Class E 350,2012,2028-05-24,Tire Rotation,365.27
3068,Jeep,Wrangler Unlimited Sport,2014,2028-05-25,Oil Change,164.54
3069,Cadillac,DeVille Base,1994,2028-05-26,Oil Change,386.77
3070,Jeep,Wrangler Sport,2010,2028-05-27,Oil Change,411.2
3071,Jeep,Wrangler Sport,2011,2028-05-28,Brake Replacement,398.63
3072,Acura,MDX 3.5L w/Technology Package,2019,2028-05-29,Oil Change,422.47
3073,Volkswagen,Jetta 1.4T S,2019,2028-05-30,Oil Change,337.31
3074,Chevrolet,Camaro Z28,2002,2028-05-31,Oil Change,365.43
3075,Chevrolet,Corvette Z06,2016,2028-06-01,Tire Rotation,246.3
3076,Porsche,Cayman R,2012,2028-06-02,Tire Rotation,239.95
3077,Porsche,Cayenne Base,2018,2028-06-03,Brake Replacement,126.67
3078,Subaru,Crosstrek 2.0i Limited,2018,2028-06-04,Tire Rotation,223.27
3079,BMW,750 Li,2007,2028-06-05,Brake Replacement,171.12
3080,Jeep,Wrangler Sahara,2013,2028-06-06,Brake Replacement,392.1
3081,GMC,Sierra 2500 AT4,2020,2028-06-07,Brake Replacement,304.99
3082,BMW,X3 M AWD,2021,2028-06-08,Oil Change,105.68
3083,BMW,335 i,2011,2028-06-09,Tire Rotation,156.16
3084,Jeep,Wrangler Unlimited Sahara,2019,2028-06-10,Tire Rotation,72.11
3085,Toyota,Corolla S Plus,2016,2028-06-11,Brake Replacement,74.47
3086,Land,Rover Discovery HSE LUXURY,2017,2028-06-12,Oil Change,260.72
3087,Mercedes-Benz,E-Class E 450 4MATIC,2021,2028-06-13,Oil Change,480.83
3088,Ford,Fusion Hybrid Base,2012,2028-06-14,Tire Rotation,323.82
3089,BMW,X1 xDrive 28i,2017,2028-06-15,Oil Change,56.62
3090,GMC,Terrain SLE,2010,2028-06-16,Engine Check,175.8
3091,BMW,i3 120Ah w/Range Extender,2019,2028-06-17,Brake Replacement,352.07
3092,Porsche,911 GT3,2018,2028-06-18,Brake Replacement,196.65
3093,Ford,Mustang SVT Cobra,2003,2028-06-19,Engine Check,466.6
3094,Land,Rover Range Rover Supercharged LWB,2020,2028-06-20,Oil Change,278.61
3095,RAM,2500 Big Horn,2016,2028-06-21,Engine Check,77.54
3096,Ford,E250 Cargo,2013,2028-06-22,Oil Change,144.38
3097,MINI,Countryman Cooper S ALL4,2018,2028-06-23,Engine Check,96.09
3098,RAM,1500 Classic Tradesman,2019,2028-06-24,Tire Rotation,316.91
3099,Volvo,C70 T5,2011,2028-06-25,Engine Check,64.77
3100,Mercedes-Benz,SL-Class SL600 Roadster,2007,2028-06-26,Engine Check,119.02
3101,Toyota,Camry Hybrid XLE,2018,2028-06-27,Tire Rotation,420.78
3102,GMC,Acadia SLE-2,2016,2028-06-28,Oil Change,319.13
3103,Chevrolet,Impala 1LT,2019,2028-06-29,Engine Check,234.88
3104,Jeep,Grand Cherokee L Laredo,2021,2028-06-30,Engine Check,396.85
3105,Jeep,Liberty Sport,2003,2028-07-01,Tire Rotation,111.35
3106,Jaguar,XF Luxury,2009,2028-07-02,Tire Rotation,85.2
3107,Honda,Civic Sport,2020,2028-07-03,Engine Check,197.85
3108,Subaru,Outback 2.5i Premium,2019,2028-07-04,Tire Rotation,64.63
3109,Land,Rover Range Rover Sport HSE Dynamic,2019,2028-07-05,Engine Check,73.46
3110,Tesla,Model Y Long Range,2022,2028-07-06,Engine Check,467.66
3111,Lexus,ES 350 Base,2019,2028-07-07,Tire Rotation,142.51
3112,Honda,CR-V Touring,2022,2028-07-08,Oil Change,310.6
3113,Alfa,Romeo Giulia Quadrifoglio,2021,2028-07-09,Oil Change,159.32
3114,BMW,330 i,2005,2028-07-10,Tire Rotation,208.04
3115,Maybach,Type 57 Base,2004,2028-07-11,Brake Replacement,149.19
3116,Lexus,ES 250 Base,2021,2028-07-12,Tire Rotation,174.03
3117,Mercedes-Benz,Sprinter 2500,2016,2028-07-13,Brake Replacement,191.75
3118,Mercedes-Benz,E-Class E 350,2012,2028-07-14,Tire Rotation,163.11
3119,Dodge,Dakota Sport,1997,2028-07-15,Brake Replacement,399.85
3120,RAM,1500 Tradesman/Express,2017,2028-07-16,Engine Check,292.54
3121,Mazda,CX-9 Touring,2016,2028-07-17,Oil Change,98.46
3122,Porsche,911 Turbo S,2019,2028-07-18,Tire Rotation,339.91
3123,BMW,X3 xDrive30i,2021,2028-07-19,Tire Rotation,357.72
3124,Jeep,Grand Cherokee Limited,2015,2028-07-20,Engine Check,413.59
3125,BMW,X7 xDrive40i,2021,2028-07-21,Engine Check,308.67
3126,Mercedes-Benz,SL-Class SL 550,2014,2028-07-22,Brake Replacement,481.19
3127,Bentley,Continental GT W12,2016,2028-07-23,Engine Check,385.87
3128,Jeep,Wrangler Unlimited,2005,2028-07-24,Oil Change,484.71
3129,Tesla,Model S 100D,2017,2028-07-25,Tire Rotation,242.88
3130,Volkswagen,Golf SportWagen TSI SE,2017,2028-07-26,Tire Rotation,221.16
3131,Jeep,Wrangler Unlimited Sahara,2020,2028-07-27,Brake Replacement,358.96
3132,Kia,Sorento SXL,2017,2028-07-28,Oil Change,227.76
3133,Lexus,LS 430 Base,2006,2028-07-29,Brake Replacement,452.69
3134,Mercedes-Benz,E-Class E 350 4MATIC,2014,2028-07-30,Tire Rotation,435.37
3135,Tesla,Model X 75D,2016,2028-07-31,Engine Check,171.02
3136,RAM,1500 Rebel,2020,2028-08-01,Tire Rotation,414.32
3137,MINI,Cooper Base,2008,2028-08-02,Engine Check,477.64
3138,Jeep,Cherokee Sport,1996,2028-08-03,Tire Rotation,297.88
3139,Ford,Mustang GT Premium,2013,2028-08-04,Engine Check,113.53
3140,Lincoln,Navigator Reserve,2019,2028-08-05,Brake Replacement,436.44
3141,Jeep,Gladiator Rubicon,2020,2028-08-06,Engine Check,374.94
3142,Porsche,Cayman GT4,2016,2028-08-07,Tire Rotation,118.14
3143,Honda,Civic EX,2012,2028-08-08,Engine Check,145.76
3144,Jeep,Grand Cherokee Laredo,2012,2028-08-09,Tire Rotation,320.07
3145,Ford,Shelby GT500 Base,2021,2028-08-10,Oil Change,385.33
3146,Land,Rover Defender SE,2022,2028-08-11,Oil Change,199.72
3147,Hummer,H3 Base,2007,2028-08-12,Brake Replacement,443.58
3148,Kia,Sportage LX,2014,2028-08-13,Oil Change,300.78
3149,GMC,Yukon XL 1500 SLT,2015,2028-08-14,Brake Replacement,267.47
3150,Jeep,Wrangler Unlimited Sport,2020,2028-08-15,Engine Check,489.83
3151,Ford,Bronco XLT,1995,2028-08-16,Engine Check,164.42
3152,Tesla,Model S Long Range Plus,2021,2028-08-17,Brake Replacement,193.84
3153,Audi,A6 3.0T Prestige,2014,2028-08-18,Brake Replacement,308.79
3154,Jeep,Wrangler 80th Anniversary,2021,2028-08-19,Oil Change,315.1
3155,Jeep,Wrangler Sport,2010,2028-08-20,Tire Rotation,384.94
3156,Volkswagen,CC 2.0T Sport,2016,2028-08-21,Tire Rotation,355.06
3157,Cadillac,SRX Luxury Collection,2016,2028-08-22,Tire Rotation,268.01
3158,Porsche,Cayenne Turbo,2009,2028-08-23,Oil Change,436.32
3159,Toyota,4Runner 4WD,1999,2028-08-24,Brake Replacement,182.27
3160,Mitsubishi,Eclipse GT,2003,2028-08-25,Brake Replacement,70.25
3161,Chevrolet,Corvette Stingray w/1LT,2023,2028-08-26,Engine Check,354.4
3162,Toyota,GR86 Premium,2022,2028-08-27,Engine Check,288.04
3163,Land,Rover Range Rover P525 Westminster,2021,2028-08-28,Tire Rotation,168.66
3164,Ford,Mustang GT Premium,2012,2028-08-29,Oil Change,470.3
3165,Tesla,Model Y Long Range,2020,2028-08-30,Engine Check,104.48
3166,RAM,1500 Sport,2012,2028-08-31,Oil Change,412.86
3167,Lamborghini,Gallardo LP550-2,2013,2028-09-01,Oil Change,142.55
3168,INFINITI,Q60 3.0t Red Sport 400,2022,2028-09-02,Tire Rotation,272.11
3169,Volkswagen,e-Golf SE,2016,2028-09-03,Oil Change,101.59
3170,Tesla,Model X Long Range,2022,2028-09-04,Engine Check,306.41
3171,BMW,M5 Base,2015,2028-09-05,Engine Check,155.31
3172,Kia,K5 GT-Line,2022,2028-09-06,Engine Check,138.62
3173,Chevrolet,Caprice Classic Base,1996,2028-09-07,Brake Replacement,115.64
3174,Subaru,BRZ Limited,2013,2028-09-08,Brake Replacement,175.14
3175,Lincoln,MKZ Reserve I,2019,2028-09-09,Engine Check,120.34
3176,Chevrolet,Corvette Grand Sport,2019,2028-09-10,Tire Rotation,109.09
3177,Audi,Q5 2.0T Premium Plus,2019,2028-09-11,Engine Check,393.51
3178,Mazda,CX-9 Signature,2018,2028-09-12,Oil Change,210.29
3179,Ford,Mustang GT,2016,2028-09-13,Engine Check,340.17
3180,Rolls-Royce,Wraith Base,2016,2028-09-14,Oil Change,464.52
3181,Chevrolet,Camaro 1SS,2022,2028-09-15,Oil Change,271.66
3182,BMW,X5 xDrive35i,2016,2028-09-16,Engine Check,183.63
3183,Nissan,Maxima SV,2014,2028-09-17,Oil Change,492.05
3184,Toyota,Tundra TRD Pro,2016,2028-09-18,Tire Rotation,373.64
3185,INFINITI,QX60 AUTOGRAPH,2022,2028-09-19,Tire Rotation,200.8
3186,Mitsubishi,Lancer Evolution MR,2006,2028-09-20,Tire Rotation,128.47
3187,BMW,X3 xDrive30i,2021,2028-09-21,Oil Change,319.92
3188,Toyota,Tundra SR5,2016,2028-09-22,Oil Change,172.16
3189,Lincoln,Mark LT Base,2006,2028-09-23,Tire Rotation,429.06
3190,Ford,Flex SEL,2011,2028-09-24,Oil Change,395.4
3191,Audi,Q5 2.0T Premium Plus,2015,2028-09-25,Brake Replacement,307.97
3192,Ford,F-150 XL,2021,2028-09-26,Tire Rotation,429.88
3193,Lincoln,Continental Reserve,2017,2028-09-27,Tire Rotation,446.45
3194,Tesla,Model X 75D,2017,2028-09-28,Brake Replacement,319.06
3195,Jeep,Grand Cherokee Limited,2017,2028-09-29,Oil Change,186.01
3196,GMC,Terrain SLT-1,2013,2028-09-30,Oil Change,216.66
3197,Tesla,Model X Long Range,2022,2028-10-01,Tire Rotation,225.43
3198,Mercedes-Benz,AMG E 53 Base 4MATIC,2021,2028-10-02,Oil Change,322.57
3199,Subaru,Impreza WRX Base,2013,2028-10-03,Engine Check,138.16
3200,Kia,Optima S,2018,2028-10-04,Engine Check,258.74
3201,Mercedes-Benz,M-Class ML 350,2011,2028-10-05,Tire Rotation,115.57
3202,Volkswagen,Beetle 2.0T S,2018,2028-10-06,Brake Replacement,244.58
3203,Acura,RSX Base,2005,2028-10-07,Tire Rotation,361.55
3204,GMC,Acadia SLE,2020,2028-10-08,Brake Replacement,223.88
3205,Ford,F-150 Lariat,2020,2028-10-09,Brake Replacement,237.09
3206,Jeep,Gladiator Overland,2020,2028-10-10,Oil Change,182.99
3207,Toyota,Tacoma TRD Sport,2020,2028-10-11,Tire Rotation,377.75
3208,Kia,EV6 GT-Line,2022,2028-10-12,Oil Change,150.49
3209,Genesis,GV70 3.5T Sport,2022,2028-10-13,Engine Check,236.5
3210,Ford,Explorer ST,2022,2028-10-14,Tire Rotation,363.57
3211,MINI,Countryman Cooper,2020,2028-10-15,Tire Rotation,306.91
3212,Mazda,CX-5 Grand Touring,2021,2028-10-16,Tire Rotation,92.21
3213,BMW,325 i,2003,2028-10-17,Tire Rotation,98.11
3214,Ford,Mustang EcoBoost Premium,2019,2028-10-18,Tire Rotation,218.88
3215,Toyota,Yaris L,2012,2028-10-19,Oil Change,267.53
3216,Chevrolet,Express 1500 Base,2010,2028-10-20,Brake Replacement,312.79
3217,Lincoln,Navigator L Select,2016,2028-10-21,Engine Check,456.62
3218,Jeep,Wrangler Sahara Altitude,2023,2028-10-22,Engine Check,487.52
3219,Bentley,Continental GT Base,2007,2028-10-23,Oil Change,405.31
3220,Lexus,RX 350 F Sport,2018,2028-10-24,Engine Check,492.49
3221,BMW,430 i,2017,2028-10-25,Brake Replacement,64.32
3222,Cadillac,Escalade Sport Platinum,2021,2028-10-26,Tire Rotation,166.03
3223,Honda,Civic EX,2008,2028-10-27,Engine Check,278.28
3224,Porsche,Cayenne AWD,2020,2028-10-28,Engine Check,388.98
3225,Ford,Mustang Mach-E GT,2022,2028-10-29,Tire Rotation,141.76
3226,Cadillac,ATS 2.5L Luxury,2013,2028-10-30,Tire Rotation,395.7
3227,Lexus,LS 460 Base,2014,2028-10-31,Oil Change,425.53
3228,Cadillac,Escalade Premium Luxury,2021,2028-11-01,Engine Check,324.06
3229,Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,2028-11-02,Brake Replacement,441.86
3230,Hyundai,Veloster Base,2013,2028-11-03,Tire Rotation,153.44
3231,Chevrolet,Corvette Base,2002,2028-11-04,Brake Replacement,358.82
3232,Mercedes-Benz,C-Class C 300 4MATIC,2019,2028-11-05,Brake Replacement,247.02
3233,Kia,Stinger GT,2018,2028-11-06,Brake Replacement,253.44
3234,Volvo,S60 R,2004,2028-11-07,Oil Change,432.72
3235,Chevrolet,Silverado 2500 LT,2015,2028-11-08,Oil Change,66.66
3236,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,2028-11-09,Brake Replacement,315.5
3237,GMC,Sierra 1500 SLE,2015,2028-11-10,Brake Replacement,191.57
3238,Chevrolet,Silverado 1500 RST,2020,2028-11-11,Tire Rotation,133.61
3239,Porsche,911 Turbo S,2019,2028-11-12,Tire Rotation,376.89
3240,Chevrolet,Suburban Z71,2022,2028-11-13,Engine Check,216.42
3241,Mercedes-Benz,G-Class G 550 4MATIC,2019,2028-11-14,Engine Check,369.11
3242,Porsche,911 Carrera,2023,2028-11-15,Brake Replacement,387.0
3243,Land,Rover Range Rover Sport HSE,2011,2028-11-16,Tire Rotation,70.89
3244,Ford,F-250 Lariat,2016,2028-11-17,Tire Rotation,492.35
3245,Subaru,BRZ Limited,2022,2028-11-18,Oil Change,164.12
3246,Lexus,LS 460 Base,2008,2028-11-19,Engine Check,497.69
3247,Land,Rover Range Rover Sport HSE,2013,2028-11-20,Tire Rotation,399.13
3248,Cadillac,Escalade Sport Platinum,2021,2028-11-21,Brake Replacement,123.81
3249,Nissan,Pathfinder S,2020,2028-11-22,Brake Replacement,211.35
3250,MINI,Cooper S Base,2006,2028-11-23,Engine Check,369.72
3251,Acura,ILX 2.0L w/Premium Package,2013,2028-11-24,Oil Change,59.2
3252,Lexus,RX 350 Base,2021,2028-11-25,Brake Replacement,67.96
3253,Porsche,911 Carrera S,2013,2028-11-26,Brake Replacement,277.55
3254,MINI,Hardtop Cooper S,2022,2028-11-27,Brake Replacement,155.86
3255,Ford,F-150 Platinum,2018,2028-11-28,Brake Replacement,57.23
3256,BMW,i3 Base,2015,2028-11-29,Engine Check,109.79
3257,Mazda,CX-5 Touring,2018,2028-11-30,Engine Check,485.7
3258,Lexus,RX 350 F Sport Performance,2020,2028-12-01,Brake Replacement,74.79
3259,BMW,X5 M50i,2023,2028-12-02,Oil Change,71.1
3260,Mercedes-Benz,E-Class E 300,2019,2028-12-03,Tire Rotation,433.66
3261,Porsche,911 Carrera Cabriolet,2006,2028-12-04,Brake Replacement,77.67
3262,Ford,F-350 Lariat,2015,2028-12-05,Oil Change,278.37
3263,BMW,X3 xDrive30i,2019,2028-12-06,Brake Replacement,226.68
3264,RAM,1500 SLT,2017,2028-12-07,Engine Check,326.1
3265,Toyota,Tacoma Base,2009,2028-12-08,Oil Change,169.61
3266,Cadillac,SRX Performance Collection,2011,2028-12-09,Tire Rotation,137.25
3267,Ford,Mustang GT Premium,2010,2028-12-10,Oil Change,428.2
3268,Dodge,Ram 2500 Laramie Quad Cab,2004,2028-12-11,Engine Check,195.1
3269,BMW,650 i,2006,2028-12-12,Engine Check,221.64
3270,Subaru,Impreza WRX,2012,2028-12-13,Brake Replacement,64.18
3271,Ford,Edge Titanium,2017,2028-12-14,Oil Change,58.21
3272,Kia,Telluride SX,2021,2028-12-15,Engine Check,450.09
3273,Tesla,Model S Long Range,2022,2028-12-16,Engine Check,83.85
3274,RAM,1500 Rebel,2018,2028-12-17,Brake Replacement,179.9
3275,Ford,Explorer XLT,2017,2028-12-18,Tire Rotation,326.33
3276,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,2028-12-19,Oil Change,219.44
3277,Audi,Q5 2.0T Premium Plus,2016,2028-12-20,Brake Replacement,395.94
3278,Nissan,Armada Platinum,2018,2028-12-21,Tire Rotation,435.82
3279,Mercedes-Benz,SL-Class SL500 Roadster,2003,2028-12-22,Oil Change,265.88
3280,Bentley,Bentayga V8,2021,2028-12-23,Engine Check,193.33
3281,Jeep,Gladiator Overland,2021,2028-12-24,Oil Change,329.86
3282,BMW,M2 CS,2020,2028-12-25,Tire Rotation,299.41
3283,Dodge,Charger SE,2017,2028-12-26,Engine Check,290.15
3284,Lincoln,MKX Black Label,2017,2028-12-27,Engine Check,110.16
3285,Toyota,Tundra SR5,2015,2028-12-28,Brake Replacement,212.04
3286,BMW,335 i,2008,2028-12-29,Engine Check,312.94
3287,BMW,X1 xDrive28i,2019,2028-12-30,Engine Check,438.24
3288,Ford,F-350 Platinum,2022,2028-12-31,Oil Change,364.3
3289,Mercedes-Benz,Sprinter High Roof,2015,2029-01-01,Engine Check,148.92
3290,Dodge,Challenger GT,2021,2029-01-02,Tire Rotation,421.34
3291,Audi,S4 3.0 Prestige,2012,2029-01-03,Tire Rotation,112.42
3292,Toyota,Tacoma TRD Sport,2018,2029-01-04,Oil Change,376.58
3293,Mercedes-Benz,Sprinter 2500 Standard Roof,2021,2029-01-05,Tire Rotation,162.84
3294,INFINITI,Q50 3.0t Red Sport 400,2018,2029-01-06,Engine Check,332.68
3295,Porsche,911 Carrera 4S,2002,2029-01-07,Brake Replacement,440.93
3296,Ford,Expedition Max Limited,2021,2029-01-08,Oil Change,398.15
3297,Chevrolet,Corvette Stingray w/3LT,2023,2029-01-09,Tire Rotation,328.95
3298,Mercedes-Benz,C-Class C 300,2019,2029-01-10,Engine Check,265.71
3299,Jeep,Grand Cherokee Limited,2005,2029-01-11,Engine Check,385.37
3300,Dodge,Charger SRT Hellcat,2020,2029-01-12,Oil Change,131.08
3301,Mercedes-Benz,C-Class C 300 4MATIC,2018,2029-01-13,Oil Change,142.86
3302,Porsche,911 Carrera S,2020,2029-01-14,Engine Check,179.01
3303,Porsche,911 GT3,2022,2029-01-15,Engine Check,145.97
3304,Cadillac,DTS Luxury,2007,2029-01-16,Tire Rotation,404.78
3305,Maserati,Grecale Modena,2023,2029-01-17,Tire Rotation,149.53
3306,Mercedes-Benz,S-Class S 550,2016,2029-01-18,Oil Change,85.06
3307,Chevrolet,Malibu 1LT,2017,2029-01-19,Tire Rotation,192.84
3308,Nissan,Quest SL,2011,2029-01-20,Oil Change,81.42
3309,Mercedes-Benz,SLK-Class SLK 250,2015,2029-01-21,Tire Rotation,73.72
3310,GMC,Sierra 2500 Denali,2024,2029-01-22,Brake Replacement,128.64
3311,Lexus,RX 350 Base,2016,2029-01-23,Engine Check,357.1
3312,Chevrolet,Corvette Stingray w/3LT,2020,2029-01-24,Brake Replacement,437.85
3313,BMW,330 i,2019,2029-01-25,Oil Change,248.45
3314,Mercedes-Benz,GLC 300 Base,2020,2029-01-26,Tire Rotation,262.5
3315,Tesla,Model S 75D,2016,2029-01-27,Tire Rotation,190.34
3316,Chevrolet,Corvette Stingray w/2LT,2022,2029-01-28,Tire Rotation,222.06
3317,Jaguar,XF 25t Prestige,2018,2029-01-29,Engine Check,95.93
3318,Ford,F-150 XLT,2021,2029-01-30,Engine Check,51.09
3319,Ford,Bronco Outer Banks,2023,2029-01-31,Tire Rotation,130.93
3320,Scion,FR-S Monogram,2014,2029-02-01,Brake Replacement,57.13
3321,Mercedes-Benz,C-Class C 300 4MATIC,2020,2029-02-02,Oil Change,454.37
3322,Chevrolet,Tahoe Premier,2019,2029-02-03,Engine Check,429.78
3323,BMW,M3 Base,2002,2029-02-04,Brake Replacement,73.95
3324,Ford,F-150 Lariat,2016,2029-02-05,Oil Change,318.91
3325,BMW,i3 Base w/Range Extender,2014,2029-02-06,Brake Replacement,487.54
3326,INFINITI,G37 Journey,2013,2029-02-07,Oil Change,50.82
3327,Ford,Expedition XLT,2007,2029-02-08,Tire Rotation,244.12
3328,BMW,X3 sDrive30i,2021,2029-02-09,Oil Change,296.79
3329,Aston,Martin Vantage GT Base,2015,2029-02-10,Oil Change,165.73
3330,Chevrolet,Tahoe LT,2009,2029-02-11,Brake Replacement,495.57
3331,Ford,Transit-250 Base,2020,2029-02-12,Brake Replacement,484.95
3332,Lexus,ES 250 Base,2021,2029-02-13,Oil Change,71.33
3333,RAM,1500 Rebel,2020,2029-02-14,Tire Rotation,205.03
3334,Ford,Maverick XL,2023,2029-02-15,Tire Rotation,456.07
3335,BMW,Z3 3.0i Roadster,2001,2029-02-16,Brake Replacement,147.59
3336,Chevrolet,Camaro 1SS,2022,2029-02-17,Engine Check,330.44
3337,Chevrolet,Corvette Stingray w/3LT,2023,2029-02-18,Engine Check,396.38
3338,Pontiac,Solstice GXP,2007,2029-02-19,Oil Change,73.16
3339,Cadillac,XTS Luxury,2017,2029-02-20,Tire Rotation,328.65
3340,Toyota,Highlander Limited,2011,2029-02-21,Brake Replacement,184.57
3341,Lincoln,Navigator Reserve,2020,2029-02-22,Oil Change,60.07
3342,Toyota,Highlander Hybrid Limited Platinum,2019,2029-02-23,Engine Check,217.11
3343,Audi,A3 2.0T Tech Premium,2018,2029-02-24,Tire Rotation,312.37
3344,Jeep,Wrangler SE,2003,2029-02-25,Oil Change,117.32
3345,Toyota,Tacoma SR,2022,2029-02-26,Engine Check,386.05
3346,Chevrolet,Trailblazer SS,2007,2029-02-27,Oil Change,498.88
3347,Audi,A5 2.0T Premium Plus,2019,2029-02-28,Oil Change,290.03
3348,Audi,A6 55 Premium,2020,2029-03-01,Tire Rotation,258.9
3349,Mercedes-Benz,Sprinter 2500,2016,2029-03-02,Tire Rotation,455.38
3350,Porsche,911 Carrera,2005,2029-03-03,Tire Rotation,366.29
3351,Chevrolet,Corvette Stingray w/2LT,2022,2029-03-04,Tire Rotation,325.35
3352,GMC,Acadia SLE,2021,2029-03-05,Engine Check,384.13
3353,Porsche,911 Carrera,2020,2029-03-06,Oil Change,296.29
3354,Chevrolet,Corvette Base,2007,2029-03-07,Brake Replacement,394.99
3355,Ford,Mustang GT Premium,2018,2029-03-08,Brake Replacement,320.67
3356,Ford,Edge SEL,2021,2029-03-09,Engine Check,212.13
3357,Cadillac,Escalade Luxury,2012,2029-03-10,Tire Rotation,109.37
3358,Chevrolet,Corvette Stingray w/3LT,2022,2029-03-11,Engine Check,344.51
3359,Toyota,Corolla LE,2016,2029-03-12,Oil Change,405.23
3360,Chevrolet,Express 2500 Work Van,2017,2029-03-13,Engine Check,294.02
3361,Chevrolet,Trax LS,2020,2029-03-14,Engine Check,239.44
3362,Volkswagen,Golf Auto TSI S,2015,2029-03-15,Brake Replacement,321.88
3363,Nissan,Pathfinder Silver,2012,2029-03-16,Brake Replacement,488.25
3364,Ford,F-150 Platinum,2018,2029-03-17,Brake Replacement,111.65
3365,Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,2029-03-18,Oil Change,239.21
3366,Kia,Sportage LX,2010,2029-03-19,Engine Check,257.35
3367,Lexus,LS 460 Base,2012,2029-03-20,Engine Check,356.8
3368,MINI,Cooper S Base,2012,2029-03-21,Engine Check,82.57
3369,Bentley,Bentayga Activity Edition,2018,2029-03-22,Engine Check,237.89
3370,Volvo,XC60 T6 Inscription,2019,2029-03-23,Oil Change,236.14
3371,Ford,Explorer Limited,2018,2029-03-24,Engine Check,445.66
3372,Porsche,Cayenne Turbo GT,2022,2029-03-25,Engine Check,79.06
3373,Mercedes-Benz,G-Class G 550 4MATIC,2016,2029-03-26,Oil Change,265.57
3374,Jeep,Wrangler Unlimited Rubicon 392,2021,2029-03-27,Engine Check,154.01
